smiles	zinc_id	inchikey	mwt	logp	reactive	purchasable	tranche_name	features
NC[C@@H]1[C@@H](C(=O)NN)C1(F)F	715076675	BPIFNSQLKITELD-GBXIJSLDSA-N	165.143	-1.184	50	10	AAGE	
CNNC(=O)C[C]1C#CNN1	885194309	AYDSETYYMIYCCZ-UHFFFAOYSA-N	153.165	-1.772	50	10	AAGE	
CN1CCC[C@H](C(=O)NN)C1=O	1353591836	WGZLBFMVHSHSMB-RXMQYKEDSA-N	171.200	-1.155	50	10	AAGE	
NCCOCCSCC(=O)NN	1953664252	MEMNYXFIGDUBIV-UHFFFAOYSA-N	193.272	-1.315	50	10	AAGE	
O=C(C#CB(O)O)N1CCOCCO1	2241469032	YYMQXWZYSVVXTA-UHFFFAOYSA-N	198.971	-2.208	50	10	AAGE	
COC1CN(C(=O)C2(B(O)O)CC2)C1	2241480148	DUSDNXCQIBLPAX-UHFFFAOYSA-N	199.015	-1.149	50	10	AAGE	
C#CC1CN(C(=O)[C@@H]2C[C@@H]2B(O)O)C1	2241495297	IGHACDAXFQDPDO-SFYZADRCSA-N	193.011	-1.059	50	10	AAGE	
O=CN1CCc2cccc(B(O)O)c21	2241556377	WQRBFBRBDWYIMG-UHFFFAOYSA-N	190.995	-1.115	50	10	AAGE	
Cn1cnnc1C(=O)NN	75848665	JMEFWEQHGCWIJU-UHFFFAOYSA-N	141.134	-1.581	50	10	AAGE	
C[C@H]1C(=O)NC(=O)CN1C(=O)NN	85088136	GJSIMTUKVMQSEH-VKHMYHEASA-N	186.171	-2.083	50	10	AAGE	
CC(=O)Nc1[nH]ncc1C(=O)NN	238065435	CZBPTDHFDUIPLM-UHFFFAOYSA-N	183.171	-1.028	50	10	AAGE	
Cc1cnc(C(=O)NN)c(N)n1	238498008	LIGJAAHZYUEJHW-UHFFFAOYSA-N	167.172	-1.029	50	10	AAGE	
N#Cc1ncc(F)cc1B(O)O	238618304	XWKMXAOQUJPVBJ-UHFFFAOYSA-N	165.920	-1.228	50	10	AAGE	
NNC(=O)[C@@H](N)Cc1ccncc1	259079146	ZGQJYQBZRNMYHH-ZETCQYMHSA-N	180.211	-1.059	50	10	AAGE	
C/C=C\C(=O)NNC(=O)C(=O)OC	308392356	BRGFPWLVHHBQRA-ARJAWSKDSA-N	186.167	-1.117	50	10	AAGE	
Cn1nnnc1/C=C/B(O)O	575453758	DJGBHDOCFJJYFM-NSCUHMNNSA-N	153.938	-1.765	50	10	AAGE	
CN(N)C(=O)[C@@H]1CC(=O)N(C)C1	606252472	CZGRTBZCAZACNN-RXMQYKEDSA-N	171.200	-1.203	50	10	AAGE	
C[C@H](Cn1ccnn1)C(=O)NN	710718724	GWTCOQSJDXMOQF-RXMQYKEDSA-N	169.188	-1.096	50	10	AAGE	
CN1N=C=C(C(=O)NN)[C-]1N	885250075	AMWIKLYDMLNJKN-UHFFFAOYSA-N	154.153	-2.119	50	10	AAGE	
C=CC1(O)CN(CCC(=O)NN)C1	1883355486	RUKOGCCBEQPMEP-UHFFFAOYSA-N	185.227	-1.401	50	10	AAGE	
CCS(=O)(=O)N(C)NC(=O)CO	1888571225	FENZLIHQBKYDMG-UHFFFAOYSA-N	196.228	-1.709	50	10	AAGE	
NNC(=O)CN1[C@H]2CC[C@H]1[C@@H](CO)C2	1935287545	YPYUUGHLJMYKIN-CSMHCCOUSA-N	199.254	-1.179	50	10	AAGE	
NNC(=O)NC1[C@H]2COC[C@H]12	1953340706	IURCRELREXWELK-IMJSIDKUSA-N	157.173	-1.196	50	10	AAGE	
CN1CCN(C(=O)NN)[C@H]2C[C@@H]21	1953415310	ULWIJTGBYUDZCJ-WDSKDSINSA-N	170.216	-1.042	50	10	AAGE	
NNC(=O)N1CCO[C@@H](C(=O)O)C1	1954396510	HJUBZQXSVMXRTJ-SCSAIBSYSA-N	189.171	-1.645	50	10	AAGE	
C[C@@H](C(=O)NN)N1CC=C[C@@]1(C)CO	2209890914	QXEGDTSHYNUVSE-CBAPKCEASA-N	199.254	-1.012	50	10	AAGE	
NC[C@H]1CC[C@@H](C(=O)NN)CO1	2241251553	ZWQQECXEYHOOGP-PHDIDXHHSA-N	173.216	-1.270	50	10	AAGE	
NNC(=O)CN1C[C@@H]2C[C@H](C1)[C@@H]2O	2241814990	NTMDSIRSGYIOJO-BDINMYNLSA-N	185.227	-1.711	50	10	AAGE	
C[C@@H]1CNCCN1CC(=O)NN	77004666	ZIRTWUZBOALSFD-ZCFIWIBFSA-N	172.232	-1.730	50	10	AAGE	
COC(=O)[C@H](CO)N=C=O	113751910	VWWSVEVMGFYPSB-BYPYZUCNSA-N	145.114	-1.144	50	10	AAGE	
C[C@@H](C(=O)NN)[C@@H](O)C(=O)NN	238478196	VWUUBBVNWAWOJK-PWNYCUMCSA-N	176.176	-3.037	50	10	AAGE	
OB(O)c1cccc(-n2nccn2)c1	306897268	SLLYLKICDPPOPC-UHFFFAOYSA-N	188.983	-1.053	50	10	AAGE	
NNC(=O)c1cnc(N)cn1	307750467	KEXXJAYDTCJSSK-UHFFFAOYSA-N	153.145	-1.338	50	10	AAGE	
CO[C@H]1CNC[C@H]1C(=O)NN(C)C	690132431	YWNURDYYCHDRAU-RQJHMYQMSA-N	187.243	-1.186	50	10	AAGE	
COCC(=O)NCB(O)O	702023389	OWSSFMOSHCQSAQ-UHFFFAOYSA-N	146.939	-2.239	50	10	AAGE	
NNC(=O)C(=O)N1CC2(CC[C@@H]2O)C1	1885319395	YYCYCPDGHXSLNH-YFKPBYRVSA-N	199.210	-2.040	50	10	AAGE	
COC1(CF)CN(CC(=O)NN)C1	1953951992	VNXMRSGBFHQTTG-UHFFFAOYSA-N	191.206	-1.353	50	10	AAGE	
O=C(C#CB(O)O)NC[C@H]1CCCO1	2241468475	PAOJVFQPNHMMKL-SSDOTTSWSA-N	196.999	-1.703	50	10	AAGE	
O=C(NCC1CNC1)[C@H]1C[C@@H]1B(O)O	2241479952	CCXHSYDJZJLNFR-BQBZGAKWSA-N	198.031	-1.815	50	10	AAGE	
COCC[C@@H](N)C(=O)NN	69635653	IZATWBCUUPFFNS-SCSAIBSYSA-N	147.178	-1.660	50	10	AAGE	
NNC(=O)CN1C[C@@H]2CC[C@@H](O)[C@H]2C1	125784285	ZNRYQNPVKNSERG-BIIVOSGPSA-N	199.254	-1.321	50	10	AAGE	
CC(=O)/C(=N/O)C(=O)NN	142478537	XAEKGYISSCGIGK-CLTKARDFSA-N	145.118	-1.605	50	10	AAGE	
NC1(c2cnc(B(O)O)cn2)CC1	199206134	HKDDSZBFOHFMNL-UHFFFAOYSA-N	178.988	-1.896	50	10	AAGE	
Nc1ncc(Cl)cc1B(O)O	238690551	CAAALXDCLUFWPE-UHFFFAOYSA-N	172.380	-1.003	50	10	AAGE	
NNC(=O)[C@H](N)C(F)(F)F	306245711	WGFIHCAIVVBGOV-SFOWXEAESA-N	157.095	-1.134	50	10	AAGE	
CNC(=O)C[C@@H]1NC(=O)OC1=O	306471771	BGPBAFJKMIYLKS-VKHMYHEASA-N	172.140	-1.243	50	10	AAGE	
Cc1ccc(NN)cc1B(O)O	306580702	OAQMQTUCIXKJFU-UHFFFAOYSA-N	165.989	-1.040	50	10	AAGE	
CN(N)C(=O)Cn1ccnn1	707492778	VJLFSPKGIGBHDZ-UHFFFAOYSA-N	155.161	-1.390	50	10	AAGE	
O=C(NNCCO)[C@H]1[C@H]2OCC[C@@H]21	1881756460	KXEZXIQVYWDLAJ-QYNIQEEDSA-N	186.211	-1.366	50	10	AAGE	
COc1ccc(B(O)O)nc1OC	1881938473	RAROQDAGBUNHRG-UHFFFAOYSA-N	182.972	-1.221	50	10	AAGE	
N#CNCc1ccc(B(O)O)cc1	1884169900	IGMIBIYOYCPMPG-UHFFFAOYSA-N	175.984	-1.063	50	10	AAGE	
N[C@@H](B(O)O)[C@@H]1[C@@H]2COC[C@@H]21	1891251129	VKLBACOZFOGQHX-JGWLITMVSA-N	156.978	-1.782	50	10	AAGE	
C[C@@H]1C[C@@H]1Oc1ncc(B(O)O)cn1	1956954979	QWTHYNZWTUDFSK-VDTYLAMSSA-N	193.999	-1.056	50	10	AAGE	
O=C(C#CB(O)O)NCC#CCCO	2241468267	KNNAKCKXLXMZCD-UHFFFAOYSA-N	194.983	-2.496	50	10	AAGE	
COC(=O)[C@@H](C)NC(=O)C#CB(O)O	2241471939	NPFWJPSXHCGUAA-RXMQYKEDSA-N	198.971	-2.321	50	10	AAGE	
O=C(C#CB(O)O)N[C@H]1C[C@H]1C(=O)O	2241582711	LALXWETZEOUHAS-UHNVWZDZSA-N	196.955	-2.409	50	10	AAGE	
CN(CC(=O)NN)CC(=O)N(C)C	82467353	VEKLBMLPPGOUNV-UHFFFAOYSA-N	188.231	-2.004	50	10	AAGE	
C[C@@H](SC[C@@H](O)CO)C(=O)NN	86661866	YKRPCZNNDJLRGW-UHNVWZDZSA-N	194.256	-1.549	50	10	AAGE	
C[C@@H](CO)N(C)C(=O)C(=O)NN	124499417	WYAMEHBXWGGUCY-BYPYZUCNSA-N	175.188	-2.185	50	10	AAGE	
C[C@H](O)[C@@H]1CCN(CC(=O)NN)C1	159484830	NEAMEWTVPSIXQM-NKWVEPMBSA-N	187.243	-1.321	50	10	AAGE	
Cc1nc(N(C)C)nc(C)c1B(O)O	221555304	JANDMZAYCAFRQM-UHFFFAOYSA-N	195.031	-1.161	50	10	AAGE	
CCS(=O)(=O)CCNC(=O)NN	233805319	VKPFKTOKQVYOCS-UHFFFAOYSA-N	195.244	-1.406	50	10	AAGE	
[C-]#[N+]C1=C[C@](O)([C@H](C)O)[C@@H](O)[C@@H]1O	238480261	IGGOWFZBVPRSMG-UCVXFZOQSA-N	185.179	-1.363	50	10	AAGE	
O=C1O[C@](O)(C(=O)O)[C@H](Cl)[C@@H]1O	250643308	IIWZHTBAZWRJHP-DYYAUYFMSA-N	196.542	-1.715	50	10	AAGE	
COc1nc(CN)ncc1B(O)O	306148899	CYBOSYCNQRVDNZ-UHFFFAOYSA-N	182.976	-2.376	50	10	AAGE	
O[C@@H]1[C@H](O)[C@@H](Cl)[C@@H](O)[C@@H]1O	306477697	AZRSXIZEFAVCBM-DCTUXMIOSA-N	168.576	-1.949	50	10	AAGE	
C[C@H]1OCC[C@H]1C(=O)NCB(O)O	706525762	CBNCUAUKRQQMTF-PHDIDXHHSA-N	187.004	-1.460	50	10	AAGE	
NC(=O)c1ccc(B(O)O)[nH]1	716783994	KRSLCYPRNNCTOT-UHFFFAOYSA-N	153.934	-2.207	50	10	AAGE	
CC(C)NNC(=O)CON	1923417039	IILYVGZUHKZITM-UHFFFAOYSA-N	147.178	-1.094	50	10	AAGE	
C[C@H](C(=O)O)C(=O)NCB(O)O	1923715317	HBIMTEKGOHQPSK-VKHMYHEASA-N	174.949	-2.165	50	10	AAGE	
COC1(CO)CN(CC(=O)NN)C1	1935359626	WMWJIRRBXBHXIP-UHFFFAOYSA-N	189.215	-2.331	50	10	AAGE	
C#CC(=O)N[C@@H](CB(O)O)C(=O)O	1954525486	RUSOFKNVSGXCCE-BYPYZUCNSA-N	184.944	-2.338	50	10	AAGE	
CC(C)[C@@H](CO)NC(=O)C#CB(O)O	2241471548	KFHDYVMUGJENJJ-SSDOTTSWSA-N	199.015	-1.865	50	10	AAGE	
CC[C@@H](NC(=O)C#CB(O)O)[C@@H](C)O	2241479512	ZNUCMCUFYJDPSY-RNFRBKRXSA-N	199.015	-1.723	50	10	AAGE	
NNC(=O)[C@@H]1C[C@@]12C[C@@H]2N	2241528251	HLBYSXOKOFNMOO-RVJQKOHUSA-N	141.174	-1.286	50	10	AAGE	
C#CC(=O)Nc1cc(B(O)O)ccn1	2241556518	YXGMQPMULTVTEQ-UHFFFAOYSA-N	189.967	-1.667	50	10	AAGE	
C[C@@](O)(NNC(N)=O)C(N)=O	39136044	QGWVPTGECXGCMZ-BYPYZUCNSA-N	162.149	-2.647	50	10	AAGE	
OC[C@@H](O)[C@@H](O)Cl	113142799	URWVQQSVEPXYET-PWNYCUMCSA-N	126.539	-1.103	50	10	AAGE	
[O-][n+]1cc(F)cc(B(O)O)c1	170001209	JOOHQVKRRAJIEC-UHFFFAOYSA-N	156.909	-1.861	50	10	AAGE	
O=C(O)[C@@H](CS)NCCB(O)O	196898563	ZJRRKMRJXGTIDU-SCSAIBSYSA-N	193.033	-1.568	50	10	AAGE	
O=[S@](CCO)[S@](=O)CCO	238680447	FEHVOPHHWSDWPK-UWVGGRQHSA-N	186.254	-1.617	50	10	AAGE	
N#C[C@H](O)Cn1ccc(=O)[nH]c1=O	238714217	WCQGVYVABYIEDR-YFKPBYRVSA-N	181.151	-1.579	50	10	AAGE	
C[C@H](CCC(=O)NN)CC(=O)NN	388597220	DFUWBAKRJQJKMC-RXMQYKEDSA-N	188.231	-1.227	50	10	AAGE	
COCC(COC)C(=O)NN	1880474700	OLNYNHFQHQWQOD-UHFFFAOYSA-N	162.189	-1.115	50	10	AAGE	
C#CCN=c1cc(B(O)O)c(F)c[nH]1	1892556437	CZJKGEHJGXCOGV-UHFFFAOYSA-N	193.974	-1.633	50	10	AAGE	
COC1(C(=O)NCC=CB(O)O)CC1	1892920181	PHGHWMJBWNNGJP-UHFFFAOYSA-N	199.015	-1.150	50	10	AAGE	
OB(O)c1cnccc1N1CCC1	1954085575	GHJMUFLIXHXILN-UHFFFAOYSA-N	178.000	-1.029	50	10	AAGE	
CN(CC(=O)NN)[C@H]1CN2CC[C@H]1C2	1955296121	RRLTVEGQDRNZLW-YUMQZZPRSA-N	198.270	-1.388	50	10	AAGE	
NNC(=O)C(=O)N1CC[C@@H]2C[C@@]2(O)C1	1956822724	YKBDVSJOXSAPSD-SVGQVSJJSA-N	199.210	-2.040	50	10	AAGE	
C#CC[C@H](CC)NC(=O)C#CB(O)O	2241468184	IPBDZOZRPNVKRX-QMMMGPOBSA-N	193.011	-1.080	50	10	AAGE	
CON(C(=O)C#CB(O)O)C1CNC1	2241468741	UDFODXBODYITMH-UHFFFAOYSA-N	197.987	-2.636	50	10	AAGE	
O=C(NC1CC1)c1c[nH]nc1B(O)O	2241474907	MXYFUKNDTDHVMX-UHFFFAOYSA-N	194.987	-2.018	50	10	AAGE	
CCC1(F)CN(C(=O)C#CB(O)O)C1	2241478373	DAVCBHSXWBGTMA-UHFFFAOYSA-N	198.990	-1.038	50	10	AAGE	
NNC(=O)C(=O)NCCCO	58854213	NAVTUHMARNZENU-UHFFFAOYSA-N	161.161	-2.525	50	10	AAGE	
NNC(=O)CCn1nc(O)ccc1=O	70159683	IEWFOBBFNVEMJE-UHFFFAOYSA-N	198.182	-1.671	50	10	AAGE	
NNC(=O)CCN1CC[C@@H](O)C1	82471125	ZFWMARQQYQVTLO-ZCFIWIBFSA-N	173.216	-1.567	50	10	AAGE	
O=[N+]([O-])c1cccnc1B(O)O	200136133	YGHBDHOLBYSDEM-UHFFFAOYSA-N	167.917	-1.330	50	10	AAGE	
Cn1cncc1C(=O)NNC(N)=S	229315619	JICGGHQBBLTIIM-UHFFFAOYSA-N	199.239	-1.102	50	10	AAGE	
C[C@H](CNC(=O)NN)[S@@](C)=O	229763370	DWMIYDJIPGNHIT-IOHHNLJHSA-N	179.245	-1.074	50	10	AAGE	
NNc1cccc(B(O)O)c1F	306969714	IQBYRNYZZYICBG-UHFFFAOYSA-N	169.952	-1.209	50	10	AAGE	
C[C@H](O)[C@@](O)(CO)[C@H](O)C(=O)NN	388696792	MHMQNUPOMLUWHA-RPDRRWSUSA-N	194.187	-3.559	50	10	AAGE	
O=CC1=C=[N+](C[C@H]2CNC(=O)C2)NN1	885666703	GGKAIAYYGMWRTP-ZCFIWIBFSA-O	195.202	-2.090	50	10	AAGE	
NNC(=O)NC[C@@H]1CCNC1=O	1881332423	BCPRLEHQFSAURV-BYPYZUCNSA-N	172.188	-1.705	50	10	AAGE	
CN(C)NC(=O)[C@H]1C[C@@](O)(CN)C1	1882175852	CVQZVFCEDNJVPS-FKQCQYRASA-N	187.243	-1.321	50	10	AAGE	
CCO[C@@H]1CN[C@@H](C(=O)NN)C1	1923557379	VBYNEPXBWFWRPM-NTSWFWBYSA-N	173.216	-1.257	50	10	AAGE	
CC(C)NNC(=O)CC(N)=O	1923696044	JEZAVXHDKJNCBN-UHFFFAOYSA-N	159.189	-1.109	50	10	AAGE	
N[C@@]12C[C@@H]1CN(C(=O)C#CB(O)O)C2	2241479218	UDYOOCZASFBNNI-HTRCEHHLSA-N	193.999	-2.439	50	10	AAGE	
NNC(=O)[C@H]1C[C@H]1B(O)O	2241480776	LLHBIFWWSQHJER-STHAYSLISA-N	143.939	-2.161	50	10	AAGE	
O=C(O)COCC(=O)NCB(O)O	2242206231	FWSGNXPQRAYUIR-UHFFFAOYSA-N	190.948	-2.784	50	10	AAGE	
CC1[C@H](C(=O)NN)[C@@H]1C(=O)NN	18141053	PXPOBFBMSHYEPH-FFJXCCJNSA-N	172.188	-2.152	50	10	AAGE	
Nc1cc(Cl)ncc1B(O)O	238678342	DVAQICCCENMLQZ-UHFFFAOYSA-N	172.380	-1.003	50	10	AAGE	
NNC(=O)CN1C[C@H](O)[C@@H](CO)C1	306172609	BGBYKGMZWKSGJC-RITPCOANSA-N	189.215	-2.739	50	10	AAGE	
OC[C@@H]1O[C@H](CCl)[C@H](O)[C@@H]1O	307490155	AFEGDRDJPMKARR-DPYQTVNSSA-N	182.603	-1.293	50	10	AAGE	
C[C@@H](C(=O)NN)N1CC(C)(O)C1	307628557	MIPWGMHQNJNJKP-YFKPBYRVSA-N	173.216	-1.569	50	10	AAGE	
CC(=NN)C(=O)NN	396781779	YOERZSZIODPOEH-UHFFFAOYSA-N	116.124	-1.689	50	10	AAGE	
Cc1nnc(B(O)O)n1C1CC1	575461140	FIFFBOBJWJEBSY-UHFFFAOYSA-N	166.977	-1.399	50	10	AAGE	
C[C@@]1(CO)C[C@H](O)CN1C(=O)NN	606260985	JCMSJBAEAVLGDJ-FSPLSTOPSA-N	189.215	-1.613	50	10	AAGE	
OCc1nc2ncc(B(O)O)cn2n1	687827889	DWUCMWLGNIWSMO-UHFFFAOYSA-N	193.959	-2.704	50	10	AAGE	
O=C(CO)NNC(=O)c1ncon1	1538720381	GPXUATREGWCBJL-UHFFFAOYSA-N	186.127	-2.177	50	10	AAGE	
NC(=O)NNC(=O)[C@@H]1[C@H]2CCO[C@H]21	1881758401	XVSODIJQSOLLHI-UOWFLXDJSA-N	185.183	-1.279	50	10	AAGE	
CS[C@H](C)C(=O)NCB(O)O	1923919840	CKVZVPRCPIUKEP-SCSAIBSYSA-N	177.034	-1.134	50	10	AAGE	
COCc1c(C=CB(O)O)nnn1C	1926227779	OUSBLAAKVBAKRX-UHFFFAOYSA-N	197.003	-1.013	50	10	AAGE	
C[C@@H](C(=O)NN)N1CCC12COC2	1954052763	PFRZWVXHLYNPET-LURJTMIESA-N	185.227	-1.161	50	10	AAGE	
O=C(C#CB(O)O)NCc1cc[nH]n1	2241468436	OIIYRUNCCGABJI-UHFFFAOYSA-N	192.971	-1.959	50	10	AAGE	
CC(=O)NC(=O)[C@H]1C[C@H]1B(O)O	2241496449	SSMMJYNKZKWDOR-CRCLSJGQSA-N	170.961	-1.488	50	10	AAGE	
NNC(=O)c1c[nH]nc1B(O)O	2241496557	UVBFPGMIQUQFPW-UHFFFAOYSA-N	169.937	-3.307	50	10	AAGE	
O=C(NO)c1ccsc1B(O)O	2241584762	STJYCDMAEIMTRT-UHFFFAOYSA-N	186.985	-1.453	50	10	AAGE	
CCNC(=O)c1cc(B(O)O)co1	2241754238	AFMHHRWFNGTXQO-UHFFFAOYSA-N	182.972	-1.291	50	10	AAGE	
C[C@H]1CO[C@@H](CO)CN1C(=O)NN	88093021	LFTJBMIDAONXOV-NTSWFWBYSA-N	189.215	-1.349	50	10	AAGE	
Cc1cc(B(O)O)cc(N)n1	206058570	VPAGORGSTTYPAG-UHFFFAOYSA-N	151.962	-1.348	50	10	AAGE	
CC(=NNC(N)=O)c1nnn(C)n1	394865976	UGWYREQKNRRBBG-UHFFFAOYSA-N	183.175	-1.398	50	10	AAGE	
NNC(=O)[C@@H]1C[C@H]1CN1CCNC1=O	885191148	QSCNOBONHFTQPE-NTSWFWBYSA-N	198.226	-1.362	50	10	AAGE	
CN(N)C(=O)C1=C=[N+](C)NN1	885250270	KOACRJHYYZRFPD-UHFFFAOYSA-N	156.169	-2.463	50	10	AAGE	
NNC(=O)C1=C=S=C(CO)N1	885341007	UOZHRUUKMDVGJZ-UHFFFAOYSA-N	173.197	-2.280	50	10	AAGE	
NNC(=O)[C-]1C#CN(C(F)F)N1	885352136	NVOURXIPUOKOKX-UHFFFAOYSA-N	175.118	-1.488	50	10	AAGE	
NNC(=O)C#CC1CCNCC1	1329937287	LWIRCYDGYBJDFI-UHFFFAOYSA-N	167.212	-1.021	50	10	AAGE	
NNC(=O)NCC[C@H]1CCNC1=O	1883493440	FPUQOQNKUUDNKM-RXMQYKEDSA-N	186.215	-1.315	50	10	AAGE	
Cc1c(CN)cc(N)cc1B(O)O	1887551754	NTWMVGKUTXRNKL-UHFFFAOYSA-N	180.016	-1.284	50	10	AAGE	
NNC(=O)[C@]1(N)CC1(F)F	1923217494	QZQSIIWHIDIQGF-GSVOUGTGSA-N	151.116	-1.287	50	10	AAGE	
NNC(=O)NCCN1CCOC1=O	1928983111	UYUBWXHDVQKYSB-UHFFFAOYSA-N	188.187	-1.389	50	10	AAGE	
C[C@H](C(=O)NN)N1CC=C[C@@]1(C)CO	2209890913	QXEGDTSHYNUVSE-APPZFPTMSA-N	199.254	-1.012	50	10	AAGE	
NNC(=O)c1sncc1B(O)O	2241495595	LDTZMLUKBRCLAT-UHFFFAOYSA-N	186.989	-2.574	50	10	AAGE	
C[C@H]1COCCN1C(=O)C(=O)NN	35778377	QIQJSIGETRCXEC-YFKPBYRVSA-N	187.199	-1.776	50	10	AAGE	
CCOCCn1cc(C(=O)NN)nn1	82463414	FFYWSLNUOZWKRY-UHFFFAOYSA-N	199.214	-1.082	50	10	AAGE	
C[C@@H]1CO[C@H](CO)CN1C(=O)NN	88093018	LFTJBMIDAONXOV-RITPCOANSA-N	189.215	-1.349	50	10	AAGE	
OB(O)c1c[nH]cc1F	206165447	BKBAGWYUBQBJRE-UHFFFAOYSA-N	128.899	-1.166	50	10	AAGE	
C/C(=C/B(O)O)CO	208359968	XOMPKCORASLGFC-RQOWECAXSA-N	115.925	-1.063	50	10	AAGE	
O[C@@H]1[C@@H]2O[C@@H]2[C@@H]2O[C@@H]2[C@@H](Cl)[C@@H]1O	238725474	QUESCFRWOZJUMV-LFNYRYMNSA-N	192.598	-1.136	50	10	AAGE	
NNc1ccc([N+](=O)[O-])cc1B(O)O	307507071	MFHQAGZMIMSYRT-UHFFFAOYSA-N	196.959	-1.440	50	10	AAGE	
NC(=O)NNC(=O)Cn1cnnn1	700841172	NLEBSOGGBVWVFS-UHFFFAOYSA-N	185.147	-2.627	50	10	AAGE	
C#CCOC(=O)NCB(O)O	701937702	DCJSXLXRYUHPCM-UHFFFAOYSA-N	156.934	-1.642	50	10	AAGE	
NC(=O)NNC(=O)CN1CCCC1	1929596488	BBIFNXJYSLLDKL-UHFFFAOYSA-N	186.215	-1.218	50	10	AAGE	
C[C@H](CO)C(=O)NNCCO	2241243460	TVGFTJWPPCPRMA-RXMQYKEDSA-N	162.189	-1.772	50	10	AAGE	
O=CNNC(=O)[C@@H]1CCC(=O)N1	39184912	ZQGRGNGAAWOQCR-BYPYZUCNSA-N	171.156	-1.958	50	10	AAGE	
C[C@H]1CNC[C@H]1C(=O)NN	69635727	NNFYDICAWJLAEU-CRCLSJGQSA-N	143.190	-1.168	50	10	AAGE	
C[C@@H](C(=O)NN)N(C)C[C@@H](C)O	82471100	KYVCTRUMZLPWRG-RITPCOANSA-N	175.232	-1.323	50	10	AAGE	
OB(O)c1c(O)ccnc1O	238614276	HZXOQYVOWCSZMO-UHFFFAOYSA-N	154.918	-1.827	50	10	AAGE	
O=C1C[C@H](B(O)O)CO1	306475994	UKXFWZWSBBFKBQ-VKHMYHEASA-N	129.908	-1.224	50	10	AAGE	
C[C@H](C(=O)NN)N1C[C@@H]2C[C@H]1CO2	718287599	WTTPXHUFFJRWSZ-VQVTYTSYSA-N	185.227	-1.162	50	10	AAGE	
C[C@@H](O)C1CN([C@H](C)C(=O)NN)C1	719806652	JTHWWEAVZVRCOM-PHDIDXHHSA-N	187.243	-1.323	50	10	AAGE	
N#CC1(CC(=O)NNC(=O)CO)CC1	1183078513	PBUNKBGDYZZEKU-UHFFFAOYSA-N	197.194	-1.180	50	10	AAGE	
NNC(=O)N1C[C@H](O)[C@@H](O)[C@H]1CO	1883963236	CQLIXDFLLDEQFT-WISUUJSJSA-N	191.187	-3.032	50	10	AAGE	
C[C@H](C(=O)NN)N1[C@H]2C[C@@H]1CN(C)C2	1887175823	RQHDWXXFNZYUHW-PRJMDXOYSA-N	198.270	-1.247	50	10	AAGE	
O=C(NCB(O)O)[C@@H]1O[C@H]2CC[C@H]1C2	1893712918	ZCEHTMYZNVXMJW-LYFYHCNISA-N	199.015	-1.318	50	10	AAGE	
C[C@]1(O)CON(CC(=O)NN)C1	1930291867	RHOFVYHYSXFTDL-ZCFIWIBFSA-N	175.188	-2.026	50	10	AAGE	
C=C1COC[C@@H]1NC(=O)C#CB(O)O	2241467909	CZZCSTHYELSUHM-ZETCQYMHSA-N	194.983	-1.927	50	10	AAGE	
C#CC[C@H](O)CNC(=O)C#CB(O)O	2241479188	SUQIDMGRJKCGIP-ZETCQYMHSA-N	194.983	-2.498	50	10	AAGE	
O=C(NC1CC1)c1occc1B(O)O	2241480970	NGTYKBMVZHZQPE-UHFFFAOYSA-N	194.983	-1.148	50	10	AAGE	
CNC(=O)CCC(=O)NN	58853101	GSOYNBMWRONIJH-UHFFFAOYSA-N	145.162	-1.498	50	10	AAGE	
NNC(=O)CCN1C(=O)CNC1=O	70159870	UDNPLYONULKCJJ-UHFFFAOYSA-N	186.171	-2.082	50	10	AAGE	
OCc1cc(B(O)O)no1	306916949	XMWMGZRSOYFFFI-UHFFFAOYSA-N	142.907	-2.153	50	10	AAGE	
NNC(=O)[C@H]1CNCCOC1	575466701	SOIFEMUEOPQCBG-YFKPBYRVSA-N	159.189	-1.788	50	10	AAGE	
CNNC(=O)Cn1ccc(O)nc1=O	704664399	FIVBOZPBKCWIBI-UHFFFAOYSA-N	198.182	-1.801	50	10	AAGE	
CN(C)c1cc(B(O)O)ncn1	716785085	XOLPXLUYHXUMAG-UHFFFAOYSA-N	166.977	-1.778	50	10	AAGE	
NC(=O)[C@]1(O)CCN(C(=O)F)C1	1881052232	YCIIYASFWUBQBT-LURJTMIESA-N	176.147	-1.002	50	10	AAGE	
O=C(NNCCO)c1ccc(O)nn1	1929834019	URFJPAWARPYBTH-UHFFFAOYSA-N	198.182	-1.591	50	10	AAGE	
Cn1nnc(CN)c1C(=O)NN	1930453057	VJMZSGXIUXOUPE-UHFFFAOYSA-N	170.176	-2.123	50	10	AAGE	
OB(O)c1cncnc1N1CC(F)C1	1956963912	QZUVMLILKAKBTB-UHFFFAOYSA-N	196.978	-1.686	50	10	AAGE	
C[C@@H](CF)NC(=O)C#CB(O)O	2241468018	FWUCBMQCZDMPJW-YFKPBYRVSA-N	172.952	-1.524	50	10	AAGE	
C[C@H](CN(C)C)NC(=O)C#CB(O)O	2241472663	VVOSZRPMUBNENG-SSDOTTSWSA-N	198.031	-1.932	50	10	AAGE	
CC(=O)NC(=O)c1cc(B(O)O)c[nH]1	2241478331	CEKSBVVYCHXXME-UHFFFAOYSA-N	195.971	-2.029	50	10	AAGE	
