smiles	zinc_id	inchikey	mwt	logp	reactive	purchasable	tranche_name	features
O=C1C[C@]2(CN1)CC(=O)OC2=O	100462052	FVYAKGFRJJGRPR-SSDOTTSWSA-N	169.136	-1.034	50	10	AAGE	
OC[C@@H](O)COC[C@H](O)CCl	147199641	YLPXUJPMQZRZLW-PHDIDXHHSA-N	184.619	-1.044	50	10	AAGE	
C=C(C#N)C(=O)OC[C@@H](O)CO	197001310	XTUOQYXRGNGOAA-LURJTMIESA-N	171.152	-1.037	50	10	AAGE	
NNC(=O)C[C@@H](NCCO)C(=O)O	238658410	KNATUMAAOOHKHL-SCSAIBSYSA-N	191.187	-2.599	50	10	AAGE	
NNc1ccc(B(O)O)cc1C=O	306609944	ZLZWYGQETLXOCX-UHFFFAOYSA-N	179.972	-1.536	50	10	AAGE	
C=CCNNC(=O)[C@@H]1COCCN1	308753204	VJVKUTUUTFGAFP-ZETCQYMHSA-N	185.227	-1.218	50	10	AAGE	
CC(=O)NNC(=O)CNCCC#N	379379368	AZWIIDCMNYJJBI-UHFFFAOYSA-N	184.199	-1.343	50	10	AAGE	
CC(=O)Nc1ncc(B(O)O)cn1	716784307	LYAVENJQHJWLGS-UHFFFAOYSA-N	180.960	-1.885	50	10	AAGE	
CC[C@H](OC)C(=O)NCC#CB(O)O	1895050043	UOAONBKUCMRTFI-ZETCQYMHSA-N	199.015	-1.457	50	10	AAGE	
CNC(=O)NCC(=O)NNC=O	1923855488	RZCLAXIOQUZQNX-UHFFFAOYSA-N	174.160	-2.307	50	10	AAGE	
O=C(C#CB(O)O)N[C@H]1CCNC1=O	2241468447	OLBGBDREMJWSDT-YFKPBYRVSA-N	195.971	-2.994	50	10	AAGE	
C=CC[C@H](CO)NC(=O)C#CB(O)O	2241468780	UULBPCPJMGGHOP-SSDOTTSWSA-N	196.999	-1.945	50	10	AAGE	
CCNC(=O)C#CB(O)O	2241478206	ADTZLYBRSIWGDD-UHFFFAOYSA-N	140.935	-1.862	50	10	AAGE	
O=C(C#CB(O)O)NC[C@@H]1CCNC1	2241479524	ZQQJPLLEYZHNDL-SSDOTTSWSA-N	196.015	-2.273	50	10	AAGE	
CNC(=O)CNC(=O)C(=O)NN	37225136	GDCWBJCUDZBIME-UHFFFAOYSA-N	174.160	-3.162	50	10	AAGE	
C[C@@H](CC(=O)NN)N(C)CCO	58839118	MQZCYQHIHWFIRG-LURJTMIESA-N	175.232	-1.321	50	10	AAGE	
NNC(=O)CSC[C@@H](O)CO	86661859	IJESHGMOSVAUKA-BYPYZUCNSA-N	180.229	-1.937	50	10	AAGE	
OB(O)/C=C\[C@H]1O[C@@H](O)[C@@H](O)[C@H]1O	208184026	DQCSKJVOIMGUKO-UMVMMHMCSA-N	189.960	-3.006	50	10	AAGE	
OB(O)CC(B(O)O)B(O)O	219983357	OJXGTIARQLPJOK-UHFFFAOYSA-N	161.524	-3.686	50	10	AAGE	
C/C=N/NC(=O)c1cc(=O)[nH]c(=O)[nH]1	238081358	NBRBVWZFGWUKLM-KRXBUXKQSA-N	196.166	-1.201	50	10	AAGE	
CC(=O)NNC(=O)CC(N)=O	238103588	OZXBSKLIDNESCE-UHFFFAOYSA-N	159.145	-1.971	50	10	AAGE	
OB(O)c1ccc(C2COC2)nc1	238644366	BFBASVFZRQMFKF-UHFFFAOYSA-N	178.984	-1.125	50	10	AAGE	
O=C(O)[C@H](O)[C@@H](O)C(=O)Cl	238715262	LKCPSSDNCUYXGJ-JCYAYHJZSA-N	168.532	-1.442	50	10	AAGE	
NNC(=O)[C@@H]1CSC(=O)N1	307530712	VYXDIUWUZXCVRA-REOHCLBHSA-N	161.186	-1.199	50	10	AAGE	
C[C@H](CF)NC(=O)C(=O)NN	702583974	SVFSRMMPRRBEJT-GSVOUGTGSA-N	163.152	-1.550	50	10	AAGE	
CO[C@]1(C(=O)NN(C)C)CCNC1	704168585	PGUKDDVYNXKNKV-MRVPVSSYSA-N	187.243	-1.042	50	10	AAGE	
CN1C#C[C-](C(=O)N(C)N)N1	885247602	DSGPSXNIKRXQGR-UHFFFAOYSA-N	153.165	-1.739	50	10	AAGE	
CC(=O)NNC(=O)c1cn(C)c(O)n1	1327745373	NOYLQKDTKWAEDD-UHFFFAOYSA-N	198.182	-1.093	50	10	AAGE	
C[C@]1(C(=O)NN)COCCN1	1880495586	MIZLXXMRUFNNET-ZCFIWIBFSA-N	159.189	-1.645	50	10	AAGE	
C[C@]1(B(O)O)CCN(C(=O)CO)C1	1891517268	MSHQEUYPLHMERA-ZETCQYMHSA-N	187.004	-1.556	50	10	AAGE	
CS(=O)(=O)CC[C@H](O)[C@@H](O)C#N	1951367737	ORKSJRLFXYGVHE-WDSKDSINSA-N	193.224	-1.334	50	10	AAGE	
NNC(=O)C(=O)N1CC[C@@H]1C(F)F	1954051618	VJZISANGNAIQIR-GSVOUGTGSA-N	193.153	-1.158	50	10	AAGE	
CN(O)C(=O)c1cc(B(O)O)co1	2241752385	QKJYKDDYAUAVPE-UHFFFAOYSA-N	184.944	-1.579	50	10	AAGE	
CN(C)NC(=O)[C@H]1CN=CNC1	4631950	RPDVIAMBQBUQDG-UHFFFAOYSA-N	170.216	-1.173	50	10	AAGE	
NNC(=O)CN1CCC(=O)CC1	74373865	LNVVIWJPYGBFLI-UHFFFAOYSA-N	171.200	-1.359	50	10	AAGE	
C[C@@H](NC=O)C(=O)NN	104697429	MLLSMVRWAJMIHJ-GSVOUGTGSA-N	131.135	-1.889	50	10	AAGE	
O=c1cc(B(O)O)[nH]c(=O)[nH]1	197359970	AHPVQUJXXSFJHB-UHFFFAOYSA-N	155.906	-3.257	50	10	AAGE	
N#C/C(=C/NCCO)C(=O)NC(N)=O	238580145	OJOGYRSTEGXXQQ-PLNGDYQASA-N	198.182	-1.829	50	10	AAGE	
O=C(O)c1cc(F)ncc1B(O)O	238634506	QWTDYUMHAFCKCX-UHFFFAOYSA-N	184.919	-1.401	50	10	AAGE	
C[C@H](O)[C@]1(O)[C@H](O)C=C(C#N)[C@H]1O	238736465	XTQRPPSVJOYBFK-IHBLQFBFSA-N	185.179	-1.716	50	10	AAGE	
OB(O)c1nccc(F)c1O	307178507	YWXPQPSWAALMAT-UHFFFAOYSA-N	156.909	-1.394	50	10	AAGE	
O=C1NCN[C@@H]2CN[C@@H](Cl)N[C@@H]12	307523695	QKTVILKANVMHGO-ZMIZWQJLSA-N	190.634	-1.884	50	10	AAGE	
CCC(=O)NNC(=O)CCO	307620002	HZMXHYIAKIFXCR-UHFFFAOYSA-N	160.173	-1.074	50	10	AAGE	
CN(N)C(=O)[C@@H]1CCC(=O)N1	575558826	URIIPPBCDYRRBI-BYPYZUCNSA-N	157.173	-1.403	50	10	AAGE	
OB(O)c1cnn(COCC2CC2)c1	694530012	ASYACXSRRAMKSJ-UHFFFAOYSA-N	196.015	-1.053	50	10	AAGE	
NNC(=O)[C@@]12CCOC[C@H]1CNC2	715428106	YLYJOGAXWSWYLQ-HTRCEHHLSA-N	185.227	-1.398	50	10	AAGE	
NNC(=O)N1CCO[C@@H]2COC[C@@H]21	1876517054	DXXJEXLUBIKZTP-NTSWFWBYSA-N	187.199	-1.331	50	10	AAGE	
COC[C@H](C)C(=O)NCC#CB(O)O	1895049751	QKYAWANFBYQYSO-ZETCQYMHSA-N	199.015	-1.600	50	10	AAGE	
O=C(NCB(O)O)[C@H]1[C@H]2COCC[C@H]21	1930430992	WNNGIVKIRIKLIP-DSYKOEDSSA-N	199.015	-1.603	50	10	AAGE	
NNC(=O)C(=O)NC[C@@H]1[C@H]2CC[C@H]21	1954465500	IALFZNINLFCFMK-FMCRUOTFSA-N	183.211	-1.252	50	10	AAGE	
NNC(=O)CN1CC2(CCC(=O)N2)C1	2209946832	GRKCJUIYGJAMFW-UHFFFAOYSA-N	198.226	-2.059	50	10	AAGE	
N#CNC(=O)C#CB(O)O	2241468962	XSFZMBQTBIMKGN-UHFFFAOYSA-N	137.891	-2.401	50	10	AAGE	
C#CCNC(=O)[C@@H]1C[C@@H]1B(O)O	2241494922	FRZRCNFEGQPFRX-RITPCOANSA-N	166.973	-1.401	50	10	AAGE	
O=C(Nc1nc[nH]n1)[C@@H]1C[C@@H]1B(O)O	2241494930	FSXKZMNJFBYLLN-DMTCNVIQSA-N	195.975	-1.394	50	10	AAGE	
NNC(=O)N1CC[C@@H]1[C@@H](O)CO	2241829262	BBCVUKGTWWNXRA-UHNVWZDZSA-N	175.188	-2.003	50	10	AAGE	
NNC(=O)CNCCCO	58863512	BRJGUXQWQNOHRQ-UHFFFAOYSA-N	147.178	-2.052	50	10	AAGE	
N#C[C@H]1CN(CCC(=O)NN)CCO1	86656724	ZDJUJLNCGOQFBP-ZETCQYMHSA-N	198.226	-1.409	50	10	AAGE	
N[C@@]1(C(=O)O)CC[C@H](B(O)O)C1	195893026	VOHZFKLCWSOFRW-NJGYIYPDSA-N	172.977	-1.205	50	10	AAGE	
C[C@@H]1COC[C@H]1NC(=O)C(=O)NN	575485369	NQVDNPVUFBXBAU-RFZPGFLSSA-N	187.199	-1.873	50	10	AAGE	
C[C@]1(CO)C[C@@H](O)CN1C(=O)NN	606260986	JCMSJBAEAVLGDJ-IYSWYEEDSA-N	189.215	-1.613	50	10	AAGE	
O=C(CC1CC1)NCB(O)O	706439851	UDXMGIOBGAOPFQ-UHFFFAOYSA-N	156.978	-1.085	50	10	AAGE	
NC(=O)[C@H](O)CNC(=O)F	1880055482	JNJXYUMFRNVMJQ-UWTATZPHSA-N	150.109	-1.488	50	10	AAGE	
C=C[C@@]1(O)CCN(CC(=O)NN)C1	1883357364	RCONOSIVIXOPNR-MRVPVSSYSA-N	185.227	-1.401	50	10	AAGE	
O=C1C[C@H](CN2CC[C@H](B(O)O)C2)N1	1891516056	DEWCAPZREBXKSE-NKWVEPMBSA-N	198.031	-1.576	50	10	AAGE	
COC[C@@H](NC(=O)CCl)C(N)=O	1932164794	JSULBMQTCIDSMI-SCSAIBSYSA-N	194.618	-1.158	50	10	AAGE	
NNC(=O)[C@H]1CC=CCN1	1953167043	HJZJFCUURVEGTD-RXMQYKEDSA-N	141.174	-1.106	50	10	AAGE	
C[C@H]1CN[C@H](C(=O)NN(C)C)CO1	1954879683	DYYALVVRRBZNPT-BQBZGAKWSA-N	187.243	-1.044	50	10	AAGE	
CCOc1c(B(O)O)cnn1CC	2059938032	JORNVWVXSQPCHZ-UHFFFAOYSA-N	184.004	-1.019	50	10	AAGE	
OB(O)c1cnc(N[C@@H]2C[C@H]2F)nc1	2210061193	RHYRHGMTIPTRGS-PHDIDXHHSA-N	196.978	-1.321	50	10	AAGE	
C[C@H](N)CNC(=O)C1(B(O)O)CC1	2241474071	VXHZIDXSYCXLEW-YFKPBYRVSA-N	186.020	-1.543	50	10	AAGE	
C[C@H](CCO)CNC(=O)C#CB(O)O	2241478626	JDAAOLOIZFWDHS-SSDOTTSWSA-N	199.015	-1.864	50	10	AAGE	
CN(C)NC(=O)[C@H]1CCOCCN1	2241663406	DUUULJIMNKJBTI-SSDOTTSWSA-N	187.243	-1.042	50	10	AAGE	
NNC(=O)C(=O)N1CCSC1	2297008814	PUJLLFUAUGBNSJ-UHFFFAOYSA-N	175.213	-1.491	50	10	AAGE	
C[C@H](C(=O)NN)N(C)CCO	82468840	RHZWGOQSVRXFJW-RXMQYKEDSA-N	161.205	-1.711	50	10	AAGE	
NNC(=O)CN1CCNC(=O)CC1	82469191	YINPSIBRMCZGEP-UHFFFAOYSA-N	186.215	-2.202	50	10	AAGE	
NNC(=O)c1nccnc1C(=O)O	196295105	DNHNYEJEVSBLMY-UHFFFAOYSA-N	182.139	-1.222	50	10	AAGE	
C[C@@H](CNC(=O)NN)[S@](C)=O	229763375	DWMIYDJIPGNHIT-AUIPBDMJSA-N	179.245	-1.074	50	10	AAGE	
OB(O)c1cnc2cnoc2c1	238656487	RYLOCOABZYVYGB-UHFFFAOYSA-N	163.929	-1.097	50	10	AAGE	
O=CC1=CC(=O)[C@@H]2O[C@H]2[C@@H]1O	238684010	QOYPXUBTGNKJBY-VQVTYTSYSA-N	154.121	-1.177	50	10	AAGE	
COc1cc(F)cnc1B(O)O	306944519	YFBJRPLJEGQDSB-UHFFFAOYSA-N	170.936	-1.091	50	10	AAGE	
OB(O)c1ncc(F)cc1O	307666437	DEBLINHPYLXOIT-UHFFFAOYSA-N	156.909	-1.394	50	10	AAGE	
NS(=O)(=O)N1CCN[C@@H](Cl)C1	616654106	LQLWKHXZGDPDGD-SCSAIBSYSA-N	199.663	-1.340	50	10	AAGE	
N#Cc1cnc(B(O)O)nc1	642880830	YRBOIQQVXHWCJH-UHFFFAOYSA-N	148.918	-1.972	50	10	AAGE	
C[C@@H](C(=O)O)C(=O)NCB(O)O	1923715316	HBIMTEKGOHQPSK-GSVOUGTGSA-N	174.949	-2.165	50	10	AAGE	
N#C[C@H](O)Cc1nn[nH]n1	1951360502	DYYRRSIVGBFEPG-GSVOUGTGSA-N	139.118	-1.373	50	10	AAGE	
CN(C)NC(=O)[C@H]1NCCNC1=O	1953981473	QADWCWQLUHYSSC-YFKPBYRVSA-N	186.215	-2.333	50	10	AAGE	
CO[C@@H]1C[C@H](O)CN(C(=O)NN)C1	1954843090	DAPSYYYJUBQLRY-NTSWFWBYSA-N	189.215	-1.349	50	10	AAGE	
CC1(C)C(=O)NC[C@H]1NC(=O)NN	2241450670	VDCMQFLISIFXJE-SCSAIBSYSA-N	186.215	-1.316	50	10	AAGE	
N[C@H]1CCCN(C(=O)C#CB(O)O)C1	2241479353	WKMDSECZRBRHAS-ZETCQYMHSA-N	196.015	-2.049	50	10	AAGE	
CN(CC(=O)O)C(=O)C#CB(O)O	2241583870	FWLOZGYQUFBYJI-UHFFFAOYSA-N	184.944	-2.455	50	10	AAGE	
CS(=O)(=O)C(C#N)=CNCCO	2297628847	WLQKQECVUKDDEQ-UHFFFAOYSA-N	190.224	-1.022	50	10	AAGE	
CC[C@H](C(=O)NN)N(C)CCNC	78577920	UQEOJBQMSNJBLO-SSDOTTSWSA-N	188.275	-1.094	50	10	AAGE	
NNC(=O)c1cc(=O)cc[nH]1	90612951	QYIJWWJMVOKQPI-UHFFFAOYSA-N	153.141	-1.022	50	10	AAGE	
CN[C@H](CC(=O)NN)C(=O)NN	238347832	GPXVLRDWRNLDFC-GSVOUGTGSA-N	175.192	-3.056	50	10	AAGE	
NC(=O)C1(C(N)=O)C[C@H](CCl)O1	238625210	FXVMMCQEJYDXTO-GSVOUGTGSA-N	192.602	-1.277	50	10	AAGE	
C[C@@H]1CN(CCC(=O)NN)C[C@H]1O	307589658	AVPXVNPTNKTVSN-RNFRBKRXSA-N	187.243	-1.321	50	10	AAGE	
CN(N)C(=O)C1=NN(C)C(=O)CC1	606259058	JCCCNOGABITPSA-UHFFFAOYSA-N	184.199	-1.073	50	10	AAGE	
CN(CC(=O)NN)C[C@@]12COC[C@H]1C2	689277098	FYWVIFHUEGRGMP-APPZFPTMSA-N	199.254	-1.055	50	10	AAGE	
NC[C@@H](O)C(=O)NN	1879941049	PFJIUSTTXLFGSA-UWTATZPHSA-N	119.124	-2.704	50	10	AAGE	
CC(C)(O)[C@@H](N)C(=O)NN	1880065741	YLQMQUZOAROQGO-VKHMYHEASA-N	147.178	-1.926	50	10	AAGE	
C[C@H](CN1CC=C[C@H]1CO)C(=O)NN	1884401045	WPBGEWGPFVVXSD-SFYZADRCSA-N	199.254	-1.155	50	10	AAGE	
O=C(NCB(O)O)C12CC(CCO1)C2	1892834699	SIGKQGZYBDHXKR-UHFFFAOYSA-N	199.015	-1.316	50	10	AAGE	
NNC(=O)C(=O)N1C[C@H]2C[C@H]1[C@H]1C[C@@H]21	1955373187	NLQWWKIUZXFQJN-BWBBJGPYSA-N	195.222	-1.157	50	10	AAGE	
O=C(C#CB(O)O)N1CC[C@@H](CF)C1	2241468426	OCBDHWCJSJRJJJ-ZETCQYMHSA-N	198.990	-1.180	50	10	AAGE	
CONC(=O)[C@H]1C[C@@H]1B(O)O	2241478677	KEUKNICTCYEXJJ-IMJSIDKUSA-N	158.950	-1.473	50	10	AAGE	
O=C(NC[C@H]1CCO1)[C@H]1C[C@@H]1B(O)O	2242015793	MSJQVEYEJABNEZ-VQVTYTSYSA-N	199.015	-1.246	50	10	AAGE	
CN(CC(=O)NN)Cc1nccn1C	82469271	YWSIPUCQEVQYNM-UHFFFAOYSA-N	197.242	-1.158	50	10	AAGE	
NNC(=O)CN1CCCC[C@@H]1CO	82470381	SZAWKCBMAYKMIL-SSDOTTSWSA-N	187.243	-1.177	50	10	AAGE	
NNC(=O)C1(N)CCOCC1	149730441	JDTITGJFZIZHGK-UHFFFAOYSA-N	159.189	-1.516	50	10	AAGE	
OB(O)[C@@H]1CCC[C@H]1B(O)O	225016996	XTUNCRCDQALZKE-RFZPGFLSSA-N	157.771	-1.144	50	10	AAGE	
CN(C)C(=O)[C@@](C)(O)NNC(N)=O	238311543	UWLOHBOZBNQZDM-ZCFIWIBFSA-N	190.203	-2.044	50	10	AAGE	
COc1ccnc(C=O)c1B(O)O	238383578	MZHNRVQXLAJKDR-UHFFFAOYSA-N	180.956	-1.418	50	10	AAGE	
NNC(=O)C(=O)N1CCC(F)(F)C1	306249370	VZPUZIDVBRCORY-UHFFFAOYSA-N	193.153	-1.156	50	10	AAGE	
CO[C@]1(C)C[C@H]1NC(=O)C(=O)NN	694462366	MLLZHUDKEYCZNI-CLZZGJSISA-N	187.199	-1.730	50	10	AAGE	
NNC(=O)[C@@H]1C[C@@H]2NCCO[C@@H]2C1	1878462017	SGZDLMMRUOVMHH-DSYKOEDSSA-N	185.227	-1.257	50	10	AAGE	
Cc1coc(B(O)O)n1	1879952427	NLTDMGLVEVZAMQ-UHFFFAOYSA-N	126.908	-1.337	50	10	AAGE	
NNC(=O)N1C[C@@H]2[C@H](CO)[C@@H]2C1	1880857882	CQVLJLXWAAMWTM-FPFOFBBKSA-N	171.200	-1.260	50	10	AAGE	
NNC(=O)N1CC[C@@]2(CNC(=O)N2)C1	1884977094	OIUBDTYFLFVGDJ-SSDOTTSWSA-N	199.214	-1.673	50	10	AAGE	
N#CNCCc1ccc(B(O)O)cc1	1904782014	ORUBBVIHLKXGEJ-UHFFFAOYSA-N	190.011	-1.020	50	10	AAGE	
CCN(C)c1ncnc(C)c1B(O)O	1956956195	SYVLDLJVZBDMBZ-UHFFFAOYSA-N	195.031	-1.079	50	10	AAGE	
OB(O)c1cnccc1-n1cccn1	1956964216	FOUGTAPGLXOETP-UHFFFAOYSA-N	188.983	-1.053	50	10	AAGE	
OCc1ncc(B(O)O)o1	2049399337	WZLFCNDKUYKEHC-UHFFFAOYSA-N	142.907	-2.153	50	10	AAGE	
N[C@H]1CCN(C(=O)C2(B(O)O)CC2)C1	2241479981	CMIQCNJCLRRNLE-LURJTMIESA-N	198.031	-1.447	50	10	AAGE	
CNNC(=O)C1(O)CC1	2297008022	ZPHUKMIEBYQFHF-UHFFFAOYSA-N	130.147	-1.238	50	10	AAGE	
O=C1O[C@H](CCl)[C@H](O)[C@@H]1O	27756748	CBQUKTYYJALFIT-UZBSEBFBSA-N	166.560	-1.128	50	10	AAGE	
C/C(=N\NC(N)=O)C1=NCCNC1=O	36477206	ALNZDTXHHCVMFS-NYYWCZLTSA-N	197.198	-1.399	50	10	AAGE	
Cc1cnn(CC(=O)NN)c(=O)c1	235800329	AWIUZJBWHCDSKW-UHFFFAOYSA-N	182.183	-1.458	50	10	AAGE	
COc1c(B(O)O)ccnc1C#N	238345890	RQMUYXSBBNUNEJ-UHFFFAOYSA-N	177.956	-1.358	50	10	AAGE	
Cc1ccnc(O)c1B(O)O	238471908	SGNVEMNEHCGJTP-UHFFFAOYSA-N	152.946	-1.225	50	10	AAGE	
Cc1nccc(O)c1B(O)O	238491027	VHSQAAAJIQGBED-UHFFFAOYSA-N	152.946	-1.225	50	10	AAGE	
N#CC1=C[C@H](O)[C@H](O)[C@H](CO)O1	306222740	XEFNLUVAZWYCPL-ACZMJKKPSA-N	171.152	-1.493	50	10	AAGE	
C[C@@H]1CCN(CC(=O)NN)C1=O	306875853	BJNAWORPAZFXKF-RXMQYKEDSA-N	171.200	-1.155	50	10	AAGE	
CNC(=O)NNC(=O)CCN(C)C	308275549	VHBAXUDEMKWSFG-UHFFFAOYSA-N	188.231	-1.102	50	10	AAGE	
O=C(NCB(O)O)NC1CC1	575563832	WSQNFDRUGORVMH-UHFFFAOYSA-N	157.966	-1.540	50	10	AAGE	
CC(F)(F)CNC(=O)C(=O)NN	697988582	VFOGZTSAPHMNOB-UHFFFAOYSA-N	181.142	-1.252	50	10	AAGE	
NNC(=O)[C@@H]1CC[C@H](C(N)=O)C1	1333178964	YBVJCGYAMHTQNR-CRCLSJGQSA-N	171.200	-1.122	50	10	AAGE	
Cc1nc(C)c(B(O)O)[nH]1	1880056977	HZXXAQMYZIZOQW-UHFFFAOYSA-N	139.951	-1.294	50	10	AAGE	
O=S1(=O)CC[C@H](CB(O)O)C1	1929558949	RQWNKUREBJKYFG-RXMQYKEDSA-N	178.018	-1.106	50	10	AAGE	
C[C@H](C(=O)NN)N1C[C@H](F)[C@H](O)C1	1929910416	MTVYMMZHYJKXGL-NGJCXOISSA-N	191.206	-1.621	50	10	AAGE	
O=C(C#CB(O)O)N1C[C@H]2C[C@H]1CN2	2241468042	GJUXBEWWBXSYGZ-RQJHMYQMSA-N	193.999	-2.426	50	10	AAGE	
O=C1NCCN1C(=O)[C@H]1C[C@@H]1B(O)O	2241494945	FTXBBRHMCKRMRM-WHFBIAKZSA-N	197.987	-1.599	50	10	AAGE	
NC(=O)NC(=O)c1coc(B(O)O)c1	2241585165	ZMYCVOJQQIADRS-UHFFFAOYSA-N	197.943	-2.232	50	10	AAGE	
NNC(=O)C(=O)N[C@@H]1[C@H]2COCC[C@H]21	2297119760	PNVVOIPOYSGTKB-SRQIZXRXSA-N	199.210	-1.873	50	10	AAGE	
N#Cc1ncn(CC(=O)NN)n1	82471704	HDGZIVVTPLHTNB-UHFFFAOYSA-N	166.144	-1.860	50	10	AAGE	
CN(CCO)CC(C)(C)C(=O)NN	86597820	LTNYCXNPYZIUNR-UHFFFAOYSA-N	189.259	-1.073	50	10	AAGE	
NC[C@@H]1CC[C@@H](C(=O)NN)O1	87047515	DXVDVAQASGWTTB-WHFBIAKZSA-N	159.189	-1.517	50	10	AAGE	
[C-]#[N+][C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	145524238	UJALVCFSKOLTHI-XUUWZHRGSA-N	189.167	-2.294	50	10	AAGE	
COCCn1cccc1B(O)O	206166149	WPERZGOZWJLLLG-UHFFFAOYSA-N	168.989	-1.186	50	10	AAGE	
CO[C@@H](CN)CC(=O)NN(C)C	232124409	UJBLKJZZVRVATP-ZCFIWIBFSA-N	175.232	-1.057	50	10	AAGE	
CNC(=O)NNC(=O)[C@@H]1CCO1	306238013	PKAQYCDFDJQVMW-BYPYZUCNSA-N	173.172	-1.265	50	10	AAGE	
NNc1cccc(CO)c1B(O)O	306623353	BIOZZULECJLDNN-UHFFFAOYSA-N	181.988	-1.856	50	10	AAGE	
Cn1nc(CN)cc1C(=O)NN	953077494	WNLOEBVHMMPTNN-UHFFFAOYSA-N	169.188	-1.518	50	10	AAGE	
CN(C)NC(=O)[C@H](N)C(C)(C)O	1881068432	FKUPDLFVPCINOL-YFKPBYRVSA-N	175.232	-1.323	50	10	AAGE	
CC(N)=C(C#N)C(=O)OCC(N)=O	1911605761	JBOUJQUQOFZPMM-UHFFFAOYSA-N	183.167	-1.229	50	10	AAGE	
C[C@H](Cn1cccnc1=O)C(=O)NN	1912215192	HDPIOQGKABFFJE-ZCFIWIBFSA-N	196.210	-1.131	50	10	AAGE	
NNC(=O)CN1C[C@@H]2C[C@H](C1)C2O	1954105973	NTMDSIRSGYIOJO-OFWQXNEASA-N	185.227	-1.711	50	10	AAGE	
C[C@H](C(=O)NN)N1CC=C[C@@H](O)C1	1954840437	DYAMZSGAOIJCSG-RNFRBKRXSA-N	185.227	-1.403	50	10	AAGE	
Cn1ccn(CC(=O)NN)c1=O	87667103	ZYTPCPCKOMTGER-UHFFFAOYSA-N	170.172	-1.823	50	10	AAGE	
OC[C@H]1O[C@@](O)(CCl)[C@@H](O)[C@@H]1O	211483664	WFVLTTZSPOCKHE-ZXXMMSQZSA-N	198.602	-1.973	50	10	AAGE	
CN1CCO[C@@H](C(=O)NN)C1	306321010	JFYAPMQTTYXPMA-RXMQYKEDSA-N	159.189	-1.693	50	10	AAGE	
O=C1NCN[C@H](O)[C@H]1Cl	306512182	PADFGQLYLYOUPH-PWNYCUMCSA-N	150.565	-1.411	50	10	AAGE	
COC(=O)Nc1cc(B(O)O)ccn1	405180985	HRAHSHBSDCCHEO-UHFFFAOYSA-N	195.971	-1.060	50	10	AAGE	
COC[C@@]1(C(=O)NN)CNCCO1	710824444	DZEWDIZURLNEKZ-SSDOTTSWSA-N	189.215	-2.019	50	10	AAGE	
COC[C@]1(C(=O)NN)CNCCO1	710824445	DZEWDIZURLNEKZ-ZETCQYMHSA-N	189.215	-2.019	50	10	AAGE	
NNC(=O)N1CC[C@@H](O)[C@@H](O)C1	1881080004	DSJSNVJBFBVISR-UHNVWZDZSA-N	175.188	-2.003	50	10	AAGE	
C[S@](=O)N1CC[C@@H](B(O)O)C1	1891606629	GTLDCXADGUKTAV-GCXOYZPQSA-N	177.034	-1.171	50	10	AAGE	
CC1(C)CN(CC(=O)NN)[C@@H]1CO	1929740745	LZWZNJGJMMWZLK-ZCFIWIBFSA-N	187.243	-1.321	50	10	AAGE	
NC[C@@H]1CC[C@@H]1C(=O)NN	1935412430	SHZYSXCYLQHAJS-WHFBIAKZSA-N	143.190	-1.039	50	10	AAGE	
CCn1nnnc1CNC(=O)NN	1953971898	IMUUIIQNOMGBTD-UHFFFAOYSA-N	185.191	-1.634	50	10	AAGE	
CNNC(=O)[C@@H]1CO[C@H]2COC[C@@H]12	1954357621	OZPIEGGWXRNQIA-XVMARJQXSA-N	186.211	-1.102	50	10	AAGE	
NOCCOc1cc(B(O)O)ccn1	2210061417	UDECCAJARKFBFO-UHFFFAOYSA-N	197.987	-1.970	50	10	AAGE	
CCNC(=O)c1nccnc1B(O)O	2241501914	BXEJPASLGVYTBP-UHFFFAOYSA-N	194.987	-2.094	50	10	AAGE	
O=C(NCB(O)O)[C@H]1[C@@H]2CCO[C@@H]21	2297039996	IGMZKBJQHGKPPH-ZLUOBGJFSA-N	184.988	-1.851	50	10	AAGE	
NNC(=O)[C@@H]1O[C@H]1C(=O)NN	39136634	FANRUYLVDUQZQS-JCYAYHJZSA-N	160.133	-3.266	50	10	AAGE	
CC(=O)N1CCN(C(=O)NN)CC1	71499788	WCUVHDPCWUJYJQ-UHFFFAOYSA-N	186.215	-1.266	50	10	AAGE	
NNC(=O)CCN1CCC[C@H](N)C1	82470159	UZUUNVVSDIPPPQ-ZETCQYMHSA-N	186.259	-1.211	50	10	AAGE	
NC(=O)NC(/C=C/C=O)NC(N)=O	139458515	OPXAXQWORTUTAZ-OWOJBTEDSA-N	186.171	-1.596	50	10	AAGE	
OB(O)CCCCc1nnn[nH]1	238607816	WHDDHPOQPXNJMK-UHFFFAOYSA-N	169.981	-1.005	50	10	AAGE	
CC(=O)NN/C(C)=C(/C#N)C(N)=O	306544411	YBLYWODBFAUYFZ-XQRVVYSFSA-N	182.183	-1.090	50	10	AAGE	
C[C@H]1CN(CC(=O)NN)C[C@@H]1O	307323741	HDRDSKKVTLFGJE-WDSKDSINSA-N	173.216	-1.711	50	10	AAGE	
C[C@H](CNC(=O)NN)S(N)(=O)=O	307463680	INGFZEUWFHXKDT-GSVOUGTGSA-N	196.232	-2.164	50	10	AAGE	
